Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7
low,high,2.0,2.0,small,low,unacc
low,high,2.0,2.0,small,med,unacc
low,high,2.0,2.0,small,high,unacc
low,high,2.0,2.0,med,low,unacc
low,high,2.0,2.0,med,med,unacc
low,high,2.0,2.0,med,high,unacc
low,high,2.0,2.0,big,low,unacc
low,high,2.0,2.0,big,med,unacc
low,high,2.0,2.0,big,high,unacc
low,high,2.0,4.0,small,low,unacc
low,high,2.0,4.0,small,med,acc
low,high,2.0,4.0,small,high,acc
low,high,2.0,4.0,med,low,unacc
low,high,2.0,4.0,med,med,acc
low,high,2.0,4.0,med,high,acc
low,high,2.0,4.0,big,low,unacc
low,high,2.0,4.0,big,med,acc
low,high,2.0,4.0,big,high,vgood
low,high,2.0,,small,low,unacc
low,high,2.0,,small,med,unacc
low,high,2.0,,small,high,unacc
low,high,2.0,,med,low,unacc
low,high,2.0,,med,med,acc
low,high,2.0,,med,high,acc
low,high,2.0,,big,low,unacc
low,high,2.0,,big,med,acc
low,high,2.0,,big,high,vgood
low,high,3.0,2.0,small,low,unacc
low,high,3.0,2.0,small,med,unacc
low,high,3.0,2.0,small,high,unacc
low,high,3.0,2.0,med,low,unacc
low,high,3.0,2.0,med,med,unacc
low,high,3.0,2.0,med,high,unacc
low,high,3.0,2.0,big,low,unacc
low,high,3.0,2.0,big,med,unacc
low,high,3.0,2.0,big,high,unacc
low,high,3.0,4.0,small,low,unacc
low,high,3.0,4.0,small,med,acc
low,high,3.0,4.0,small,high,acc
low,high,3.0,4.0,med,low,unacc
low,high,3.0,4.0,med,med,acc
low,high,3.0,4.0,med,high,acc
low,high,3.0,4.0,big,low,unacc
low,high,3.0,4.0,big,med,acc
low,high,3.0,4.0,big,high,vgood
low,high,3.0,,small,low,unacc
low,high,3.0,,small,med,acc
low,high,3.0,,small,high,acc
low,high,3.0,,med,low,unacc
low,high,3.0,,med,med,acc
low,high,3.0,,med,high,vgood
low,high,3.0,,big,low,unacc
low,high,3.0,,big,med,acc
low,high,3.0,,big,high,vgood
low,high,4.0,2.0,small,low,unacc
low,high,4.0,2.0,small,med,unacc
low,high,4.0,2.0,small,high,unacc
low,high,4.0,2.0,med,low,unacc
low,high,4.0,2.0,med,med,unacc
low,high,4.0,2.0,med,high,unacc
low,high,4.0,2.0,big,low,unacc
low,high,4.0,2.0,big,med,unacc
low,high,4.0,2.0,big,high,unacc
low,high,4.0,4.0,small,low,unacc
low,high,4.0,4.0,small,med,acc
low,high,4.0,4.0,small,high,acc
low,high,4.0,4.0,med,low,unacc
low,high,4.0,4.0,med,med,acc
low,high,4.0,4.0,med,high,vgood
low,high,4.0,4.0,big,low,unacc
low,high,4.0,4.0,big,med,acc
low,high,4.0,4.0,big,high,vgood
low,high,4.0,,small,low,unacc
low,high,4.0,,small,med,acc
low,high,4.0,,small,high,acc
low,high,4.0,,med,low,unacc
low,high,4.0,,med,med,acc
low,high,4.0,,med,high,vgood
low,high,4.0,,big,low,unacc
low,high,4.0,,big,med,acc
low,high,4.0,,big,high,vgood
low,high,,2.0,small,low,unacc
low,high,,2.0,small,med,unacc
low,high,,2.0,small,high,unacc
low,high,,2.0,med,low,unacc
low,high,,2.0,med,med,unacc
low,high,,2.0,med,high,unacc
low,high,,2.0,big,low,unacc
low,high,,2.0,big,med,unacc
low,high,,2.0,big,high,unacc
low,high,,4.0,small,low,unacc
low,high,,4.0,small,med,acc
low,high,,4.0,small,high,acc
low,high,,4.0,med,low,unacc
low,high,,4.0,med,med,acc
low,high,,4.0,med,high,vgood
low,high,,4.0,big,low,unacc
low,high,,4.0,big,med,acc
low,high,,4.0,big,high,vgood
low,high,,,small,low,unacc
low,high,,,small,med,acc
low,high,,,small,high,acc
low,high,,,med,low,unacc
low,high,,,med,med,acc
low,high,,,med,high,vgood
low,high,,,big,low,unacc
low,high,,,big,med,acc
low,high,,,big,high,vgood
low,med,2.0,2.0,small,low,unacc
low,med,2.0,2.0,small,med,unacc
low,med,2.0,2.0,small,high,unacc
low,med,2.0,2.0,med,low,unacc
low,med,2.0,2.0,med,med,unacc
low,med,2.0,2.0,med,high,unacc
low,med,2.0,2.0,big,low,unacc
low,med,2.0,2.0,big,med,unacc
low,med,2.0,2.0,big,high,unacc
low,med,2.0,4.0,small,low,unacc
low,med,2.0,4.0,small,med,acc
low,med,2.0,4.0,small,high,good
low,med,2.0,4.0,med,low,unacc
low,med,2.0,4.0,med,med,acc
low,med,2.0,4.0,med,high,good
low,med,2.0,4.0,big,low,unacc
low,med,2.0,4.0,big,med,good
low,med,2.0,4.0,big,high,vgood
low,med,2.0,,small,low,unacc
low,med,2.0,,small,med,unacc
low,med,2.0,,small,high,unacc
low,med,2.0,,med,low,unacc
low,med,2.0,,med,med,acc
low,med,2.0,,med,high,good
low,med,2.0,,big,low,unacc
low,med,2.0,,big,med,good
low,med,2.0,,big,high,vgood
low,med,3.0,2.0,small,low,unacc
low,med,3.0,2.0,small,med,unacc
low,med,3.0,2.0,small,high,unacc
low,med,3.0,2.0,med,low,unacc
low,med,3.0,2.0,med,med,unacc
low,med,3.0,2.0,med,high,unacc
low,med,3.0,2.0,big,low,unacc
low,med,3.0,2.0,big,med,unacc
low,med,3.0,2.0,big,high,unacc
low,med,3.0,4.0,small,low,unacc
low,med,3.0,4.0,small,med,acc
low,med,3.0,4.0,small,high,good
low,med,3.0,4.0,med,low,unacc
low,med,3.0,4.0,med,med,acc
low,med,3.0,4.0,med,high,good
low,med,3.0,4.0,big,low,unacc
low,med,3.0,4.0,big,med,good
low,med,3.0,4.0,big,high,vgood
low,med,3.0,,small,low,unacc
low,med,3.0,,small,med,acc
low,med,3.0,,small,high,good
low,med,3.0,,med,low,unacc
low,med,3.0,,med,med,good
low,med,3.0,,med,high,vgood
low,med,3.0,,big,low,unacc
low,med,3.0,,big,med,good
low,med,3.0,,big,high,vgood
low,med,4.0,2.0,small,low,unacc
low,med,4.0,2.0,small,med,unacc
low,med,4.0,2.0,small,high,unacc
low,med,4.0,2.0,med,low,unacc
low,med,4.0,2.0,med,med,unacc
low,med,4.0,2.0,med,high,unacc
low,med,4.0,2.0,big,low,unacc
low,med,4.0,2.0,big,med,unacc
low,med,4.0,2.0,big,high,unacc
low,med,4.0,4.0,small,low,unacc
low,med,4.0,4.0,small,med,acc
low,med,4.0,4.0,small,high,good
low,med,4.0,4.0,med,low,unacc
low,med,4.0,4.0,med,med,good
low,med,4.0,4.0,med,high,vgood
low,med,4.0,4.0,big,low,unacc
low,med,4.0,4.0,big,med,good
low,med,4.0,4.0,big,high,vgood
low,med,4.0,,small,low,unacc
low,med,4.0,,small,med,acc
low,med,4.0,,small,high,good
low,med,4.0,,med,low,unacc
low,med,4.0,,med,med,good
low,med,4.0,,med,high,vgood
low,med,4.0,,big,low,unacc
low,med,4.0,,big,med,good
low,med,4.0,,big,high,vgood
low,med,,2.0,small,low,unacc
low,med,,2.0,small,med,unacc
low,med,,2.0,small,high,unacc
low,med,,2.0,med,low,unacc
low,med,,2.0,med,med,unacc
low,med,,2.0,med,high,unacc
low,med,,2.0,big,low,unacc
low,med,,2.0,big,med,unacc
low,med,,2.0,big,high,unacc
low,med,,4.0,small,low,unacc
low,med,,4.0,small,med,acc
low,med,,4.0,small,high,good
low,med,,4.0,med,low,unacc
low,med,,4.0,med,med,good
low,med,,4.0,med,high,vgood
low,med,,4.0,big,low,unacc
low,med,,4.0,big,med,good
low,med,,4.0,big,high,vgood
low,med,,,small,low,unacc
low,med,,,small,med,acc
low,med,,,small,high,good
low,med,,,med,low,unacc
low,med,,,med,med,good
low,med,,,med,high,vgood
low,med,,,big,low,unacc
low,med,,,big,med,good
low,med,,,big,high,vgood
low,low,2.0,2.0,small,low,unacc
low,low,2.0,2.0,small,med,unacc
low,low,2.0,2.0,small,high,unacc
low,low,2.0,2.0,med,low,unacc
low,low,2.0,2.0,med,med,unacc
low,low,2.0,2.0,med,high,unacc
low,low,2.0,2.0,big,low,unacc
low,low,2.0,2.0,big,med,unacc
low,low,2.0,2.0,big,high,unacc
low,low,2.0,4.0,small,low,unacc
low,low,2.0,4.0,small,med,acc
low,low,2.0,4.0,small,high,good
low,low,2.0,4.0,med,low,unacc
low,low,2.0,4.0,med,med,acc
low,low,2.0,4.0,med,high,good
low,low,2.0,4.0,big,low,unacc
low,low,2.0,4.0,big,med,good
low,low,2.0,4.0,big,high,vgood
low,low,2.0,,small,low,unacc
low,low,2.0,,small,med,unacc
low,low,2.0,,small,high,unacc
low,low,2.0,,med,low,unacc
low,low,2.0,,med,med,acc
low,low,2.0,,med,high,good
low,low,2.0,,big,low,unacc
low,low,2.0,,big,med,good
low,low,2.0,,big,high,vgood
low,low,3.0,2.0,small,low,unacc
low,low,3.0,2.0,small,med,unacc
low,low,3.0,2.0,small,high,unacc
low,low,3.0,2.0,med,low,unacc
low,low,3.0,2.0,med,med,unacc
low,low,3.0,2.0,med,high,unacc
low,low,3.0,2.0,big,low,unacc
low,low,3.0,2.0,big,med,unacc
low,low,3.0,2.0,big,high,unacc
low,low,3.0,4.0,small,low,unacc
low,low,3.0,4.0,small,med,acc
low,low,3.0,4.0,small,high,good
low,low,3.0,4.0,med,low,unacc
low,low,3.0,4.0,med,med,acc
low,low,3.0,4.0,med,high,good
low,low,3.0,4.0,big,low,unacc
low,low,3.0,4.0,big,med,good
low,low,3.0,4.0,big,high,vgood
low,low,3.0,,small,low,unacc
low,low,3.0,,small,med,acc
low,low,3.0,,small,high,good
low,low,3.0,,med,low,unacc
low,low,3.0,,med,med,good
low,low,3.0,,med,high,vgood
low,low,3.0,,big,low,unacc
low,low,3.0,,big,med,good
low,low,3.0,,big,high,vgood
low,low,4.0,2.0,small,low,unacc
low,low,4.0,2.0,small,med,unacc
low,low,4.0,2.0,small,high,unacc
low,low,4.0,2.0,med,low,unacc
low,low,4.0,2.0,med,med,unacc
low,low,4.0,2.0,med,high,unacc
low,low,4.0,2.0,big,low,unacc
low,low,4.0,2.0,big,med,unacc
low,low,4.0,2.0,big,high,unacc
low,low,4.0,4.0,small,low,unacc
low,low,4.0,4.0,small,med,acc
low,low,4.0,4.0,small,high,good
low,low,4.0,4.0,med,low,unacc
low,low,4.0,4.0,med,med,good
low,low,4.0,4.0,med,high,vgood
low,low,4.0,4.0,big,low,unacc
low,low,4.0,4.0,big,med,good
low,low,4.0,4.0,big,high,vgood
low,low,4.0,,small,low,unacc
low,low,4.0,,small,med,acc
low,low,4.0,,small,high,good
low,low,4.0,,med,low,unacc
low,low,4.0,,med,med,good
low,low,4.0,,med,high,vgood
low,low,4.0,,big,low,unacc
low,low,4.0,,big,med,good
low,low,4.0,,big,high,vgood
low,low,,2.0,small,low,unacc
low,low,,2.0,small,med,unacc
low,low,,2.0,small,high,unacc
low,low,,2.0,med,low,unacc
low,low,,2.0,med,med,unacc
low,low,,2.0,med,high,unacc
low,low,,2.0,big,low,unacc
low,low,,2.0,big,med,unacc
low,low,,2.0,big,high,unacc
low,low,,4.0,small,low,unacc
low,low,,4.0,small,med,acc
low,low,,4.0,small,high,good
low,low,,4.0,med,low,unacc
low,low,,4.0,med,med,good
low,low,,4.0,med,high,vgood
low,low,,4.0,big,low,unacc
low,low,,4.0,big,med,good
low,low,,4.0,big,high,vgood
low,low,,,small,low,unacc
low,low,,,small,med,acc
low,low,,,small,high,good
low,low,,,med,low,unacc
low,low,,,med,med,good
low,low,,,med,high,vgood
low,low,,,big,low,unacc
low,low,,,big,med,good
low,low,,,big,high,vgood
